source_id,phot_g_mean_mag,bp_rp,parallax,h_m,j_m,ks_m,ph_qual
4184188170918148736,13.887328,1.4953518,0.12777194362974947,11.307,11.954,11.142,AAA
4183899373007540480,12.3793545,1.2942114,0.732912793981946,10.197,10.708,10.058,AAA
4183899377314694272,13.827932,0.9730654,1.133662807473657,12.23,12.57,12.168,AAA
4184188308357118080,13.782463,0.90268135,0.6404976431678969,12.314,12.618,12.278,AAA
4184188475847132032,12.062649,2.4332094,0.1551289005084595,8.359,9.265,8.059,AAA
4184188510206877568,13.711143,1.3401318,0.264272140755471,11.442,11.998,11.334,AAA
4183899819684705152,12.662982,2.0114784,0.23539848561512378,9.439,10.249,9.197,AAA
4183899858350891776,13.0227585,1.343996,0.3578525959592753,10.747,11.322,10.631,AAA
4183899892710631808,13.885353,1.1761293,0.48890014521079406,11.904,12.355,11.779,AAA
4183899957123648128,12.768715,1.2861452,0.44812079871695,10.611,11.139,10.473,AAA
4184188926832403840,13.981831,1.2149801,2.2275009481374104,11.94,12.414,11.822,AAA
4184188961192147840,10.982436,0.8038521,3.2296994128543375,9.695,9.95,9.585,AAA
4184188991240684288,11.6555,1.3451033,0.6670075659671509,9.415,9.926,9.273,AAA
4184188991248055936,13.659843,0.9139881,0.22574565301613694,12.026,12.363,11.93,AAA
4183900270667910784,13.445496,1.4828997,0.3207348012778759,10.923,11.527,10.75,AAA
4184189025600424576,12.763815,0.9391346,1.7451704056738273,11.277,11.571,11.182,AAA
4184189029911631232,13.284373,2.6820335,0.042965356568072745,9.471,10.365,9.13,AAA
4184189059960161920,13.426882,0.9695358,2.1288748080710707,11.866,12.188,11.77,AAA
4184189059967531520,13.74102,1.0305605,2.117779076753005,12.027,12.389,11.913,AAA
